1	10	0	8.206391e-04
1	10	5000	2.280043e-03
1	10	10000	1.423555e-04
1	10	15000	1.989357e-04
1	10	20000	5.824420e-04
1	10	25000	8.482564e-04
1	10	35000	0.000000e+00
1	10	30000	7.046596e-04
1	10	40000	1.054407e-03
2	10	0	7.693097e-04
2	10	10000	7.592654e-04
1	10	45000	9.662769e-05
2	10	15000	0.000000e+00
2	10	5000	8.047210e-04
2	10	20000	5.295208e-04
2	10	25000	9.895858e-04
2	10	30000	5.725359e-04
2	10	40000	1.212569e-03
2	10	45000	9.663236e-05
2	10	35000	5.088800e-05
3	10	0	1.077034e-03
3	10	5000	1.207082e-03
3	10	10000	3.796327e-04
3	10	15000	9.947279e-05
3	10	20000	8.471884e-04
3	10	25000	8.482164e-04
3	10	30000	7.046906e-04
3	10	35000	0.000000e+00
3	10	40000	1.370657e-03
3	10	45000	9.663236e-05
4	10	0	1.025746e-04
4	10	5000	1.207082e-03
4	10	10000	6.168739e-04
4	10	15000	1.989357e-04
4	10	20000	6.883770e-04
4	10	25000	7.068470e-04
4	10	30000	4.404316e-04
4	10	40000	1.950551e-03
4	10	35000	0.000000e+00
4	10	45000	4.348246e-04
5	10	0	4.616095e-04
5	10	5000	1.251788e-03
5	10	10000	9.490367e-05
5	10	15000	4.973640e-05
5	10	35000	0.000000e+00
5	10	20000	1.588478e-04
5	10	25000	1.131008e-03
5	10	30000	4.404316e-04
5	10	40000	2.003268e-03
5	10	45000	2.415692e-04
6	10	5000	1.654149e-03
6	10	0	6.667692e-04
6	10	10000	3.796327e-04
6	10	25000	1.131008e-03
6	10	15000	0.000000e+00
6	10	20000	2.647464e-04
6	10	30000	7.046596e-04
6	10	35000	0.000000e+00
7	10	15000	0.000000e+00
6	10	40000	1.107069e-03
6	10	45000	2.898831e-04
7	10	10000	5.694220e-04
7	10	0	1.077034e-03
7	10	5000	1.385970e-03
7	10	20000	4.765687e-04
7	10	25000	1.178078e-03
7	10	35000	0.000000e+00
7	10	45000	0.000000e+00
8	10	5000	8.047210e-04
7	10	30000	5.284947e-04
7	10	40000	9.489667e-04
8	10	0	6.154793e-04
8	10	10000	7.118113e-04
8	10	15000	1.492092e-04
8	10	20000	6.353913e-04
8	10	25000	1.319448e-03
8	10	35000	0.000000e+00
8	10	30000	3.083021e-04
8	10	45000	1.449415e-04
9	10	0	6.667350e-04
8	10	40000	1.212569e-03
9	10	5000	1.117718e-03
9	10	10000	6.168739e-04
9	10	15000	4.973392e-05
9	10	20000	3.706449e-04
9	10	25000	1.036709e-03
9	10	30000	8.808245e-04
9	10	40000	1.001687e-03
9	10	45000	5.314780e-04
10	10	0	3.590296e-04
9	10	35000	5.088800e-05
10	10	5000	1.207082e-03
10	10	10000	5.219702e-04
10	10	15000	0.000000e+00
10	10	20000	7.412898e-04
10	10	35000	0.000000e+00
10	10	25000	6.126007e-04
10	10	40000	1.686963e-03
10	10	30000	3.083021e-04
10	10	45000	3.382133e-04
11	10	0	4.102985e-04
11	10	15000	0.000000e+00
11	10	5000	1.922389e-03
11	10	10000	5.219950e-04
11	10	20000	3.706449e-04
11	10	25000	1.083883e-03
11	10	35000	0.000000e+00
11	10	30000	3.083021e-04
11	10	40000	1.845116e-03
11	10	45000	4.831385e-05
12	10	0	5.641604e-04
12	10	5000	1.609442e-03
12	10	15000	0.000000e+00
12	10	10000	5.219702e-04
12	10	25000	7.539701e-04
12	10	20000	5.824420e-04
12	10	30000	5.725359e-04
12	10	40000	1.581528e-03
12	10	45000	2.898831e-04
12	10	35000	1.017760e-04
13	10	5000	1.207082e-03
13	10	0	7.693097e-04
13	10	10000	6.168739e-04
13	10	20000	4.235942e-04
13	10	15000	9.946785e-05
13	10	45000	2.415692e-04
13	10	30000	8.368201e-04
13	10	35000	0.000000e+00
13	10	25000	5.655042e-04
13	10	40000	1.212505e-03
14	10	0	4.103195e-04
14	10	5000	1.430615e-03
14	10	10000	5.694220e-04
14	10	20000	6.354249e-04
14	10	15000	0.000000e+00
14	10	30000	8.808245e-04
14	10	25000	9.895858e-04
14	10	35000	5.089059e-05
14	10	40000	1.107069e-03
14	10	45000	1.449485e-04
15	10	5000	1.207082e-03
15	10	0	9.232190e-04
15	10	10000	2.847110e-04
15	10	25000	8.011310e-04
15	10	30000	1.145072e-03
15	10	15000	3.481375e-04
15	10	20000	4.765687e-04
15	10	35000	0.000000e+00
15	10	40000	9.489667e-04
15	10	45000	1.449415e-04
16	10	0	9.744589e-04
16	10	5000	1.251788e-03
16	10	10000	7.117775e-04
16	10	15000	4.973392e-05
16	10	20000	7.412898e-04
16	10	25000	9.895858e-04
16	10	30000	8.367832e-04
16	10	35000	0.000000e+00
16	10	40000	9.489167e-04
16	10	45000	3.865108e-04
17	10	0	7.693097e-04
17	10	5000	1.117668e-03
17	10	10000	1.898073e-04
17	10	20000	6.883406e-04
17	10	15000	1.492018e-04
17	10	30000	5.725359e-04
17	10	25000	6.597239e-04
17	10	35000	0.000000e+00
17	10	40000	1.686963e-03
17	10	45000	9.663236e-05
18	10	5000	1.251844e-03
18	10	0	4.102985e-04
18	10	10000	5.219950e-04
18	10	15000	0.000000e+00
18	10	20000	7.942391e-04
18	10	35000	0.000000e+00
18	10	30000	4.844534e-04
18	10	40000	1.845116e-03
18	10	25000	1.225201e-03
18	10	45000	2.898971e-04
19	10	0	4.616095e-04
19	10	10000	2.847110e-04
19	10	5000	1.385970e-03
19	10	15000	0.000000e+00
19	10	20000	7.413291e-04
19	10	40000	1.423375e-03
19	10	25000	1.083883e-03
19	10	30000	1.321295e-04
19	10	35000	5.089059e-05
19	10	45000	2.898831e-04
20	10	0	1.025746e-03
20	10	5000	1.341262e-03
20	10	10000	4.745184e-04
20	10	15000	4.973392e-05
20	10	20000	5.824729e-04
20	10	25000	1.131008e-03
20	10	35000	0.000000e+00
20	10	30000	9.248657e-04
20	10	40000	8.961991e-04
20	10	45000	2.898831e-04
21	10	5000	1.564735e-03
21	10	0	1.077034e-03
21	10	15000	3.978714e-04
21	10	10000	4.745184e-04
21	10	20000	4.235942e-04
21	10	25000	6.597239e-04
21	10	35000	5.089059e-05
21	10	30000	7.487338e-04
21	10	40000	1.634332e-03
21	10	45000	9.662769e-05
22	10	5000	1.654149e-03
22	10	10000	3.321629e-04
22	10	0	8.718843e-04
22	10	15000	0.000000e+00
22	10	20000	4.235942e-04
22	10	25000	8.482164e-04
22	10	30000	4.404316e-04
22	10	35000	2.035520e-04
22	10	40000	1.212505e-03
22	10	45000	9.662769e-05
23	10	0	5.641894e-04
23	10	5000	1.564805e-03
23	10	10000	7.117775e-04
23	10	20000	9.001377e-04
23	10	15000	9.946785e-05
23	10	25000	8.953395e-04
23	10	40000	1.528810e-03
23	10	35000	0.000000e+00
23	10	30000	4.404316e-04
23	10	45000	1.449485e-04
24	10	0	2.564497e-04
24	10	5000	1.341202e-03
24	10	10000	3.321629e-04
24	10	15000	2.984184e-04
24	10	20000	8.472333e-04
24	10	25000	4.241082e-04
24	10	35000	0.000000e+00
24	10	30000	3.083021e-04
24	10	40000	1.107128e-03
24	10	45000	4.831385e-05
25	10	0	7.693491e-04
25	10	15000	9.946785e-05
25	10	5000	1.072961e-03
25	10	10000	4.270868e-04
25	10	20000	1.270783e-03
25	10	25000	1.130955e-03
25	10	35000	0.000000e+00
25	10	30000	4.404122e-05
25	10	40000	1.897933e-03
25	10	45000	9.662769e-05
26	10	0	3.077239e-04
26	10	5000	1.609442e-03
26	10	10000	3.321629e-04
26	10	15000	9.947279e-05
26	10	20000	4.236166e-04
26	10	25000	6.597239e-04
26	10	30000	5.285179e-04
26	10	45000	2.898831e-04
26	10	35000	5.089059e-05
27	10	0	8.718843e-04
27	10	5000	1.430679e-03
27	10	10000	2.372592e-04
27	10	20000	4.765435e-04
26	10	40000	1.528810e-03
27	10	15000	4.973392e-05
27	10	25000	1.225259e-03
27	10	35000	0.000000e+00
27	10	30000	4.404122e-04
27	10	40000	1.107128e-03
27	10	45000	1.932647e-04
28	10	0	9.745089e-04
28	10	5000	1.520029e-03
28	10	10000	3.321629e-04
28	10	15000	9.946785e-05
28	10	20000	2.647464e-04
28	10	25000	1.178078e-03
28	10	30000	4.404122e-04
29	10	0	9.744589e-04
28	10	45000	3.381969e-04
28	10	35000	5.089059e-05
29	10	5000	1.475388e-03
28	10	40000	1.212505e-03
29	10	10000	4.270665e-04
29	10	15000	2.984035e-04
29	10	20000	3.706449e-04
29	10	25000	9.424627e-04
29	10	30000	6.606183e-04
29	10	35000	0.000000e+00
30	10	0	1.025799e-03
29	10	40000	1.528891e-03
29	10	45000	9.663236e-05
30	10	5000	8.047210e-04
30	10	10000	6.643257e-04
30	10	15000	4.973640e-05
30	10	20000	5.294927e-04
30	10	25000	4.712313e-04
30	10	30000	1.761726e-04
30	10	35000	5.089059e-05
30	10	40000	1.476093e-03
30	10	45000	2.898971e-04
31	10	0	9.232190e-04
31	10	5000	1.564735e-03
31	10	10000	5.694220e-04
31	10	15000	1.989357e-04
31	10	20000	1.588478e-04
31	10	35000	0.000000e+00
31	10	25000	9.424627e-04
31	10	30000	3.523298e-04
31	10	40000	1.317940e-03
31	10	45000	4.831385e-05
32	10	0	4.103195e-04
32	10	20000	5.824420e-04
32	10	10000	5.219702e-04
32	10	5000	1.207082e-03
32	10	15000	9.946785e-05
32	10	25000	8.482164e-04
32	10	30000	6.606474e-04
32	10	35000	0.000000e+00
32	10	45000	2.415809e-04
33	10	10000	1.423555e-04
32	10	40000	1.159848e-03
33	10	0	6.154793e-04
33	10	15000	9.946785e-05
33	10	30000	1.761649e-04
33	10	5000	1.743562e-03
33	10	25000	1.083832e-03
33	10	20000	9.001377e-04
33	10	35000	0.000000e+00
33	10	40000	1.634245e-03
34	10	0	1.025746e-03
33	10	45000	1.932554e-04
34	10	5000	1.475322e-03
34	10	20000	4.765687e-04
34	10	10000	6.169031e-04
34	10	15000	1.492018e-04
34	10	25000	1.319448e-03
34	10	30000	5.725359e-04
34	10	35000	0.000000e+00
34	10	40000	1.476093e-03
34	10	45000	9.663236e-05
35	10	0	5.128731e-04
35	10	10000	4.270665e-04
35	10	5000	1.207082e-03
35	10	20000	5.824420e-04
35	10	15000	9.946785e-05
35	10	25000	7.068470e-04
35	10	30000	4.404122e-05
35	10	35000	1.017760e-04
35	10	40000	1.476093e-03
35	10	45000	1.449415e-04
36	10	0	4.616095e-04
36	10	5000	1.788269e-03
36	10	15000	4.973640e-05
36	10	10000	6.169031e-04
36	10	20000	4.236166e-04
36	10	25000	7.068470e-04
36	10	30000	7.487338e-04
37	10	10000	2.847245e-04
36	10	35000	1.526640e-04
36	10	40000	1.792398e-03
36	10	45000	1.449485e-04
37	10	0	7.180224e-04
37	10	15000	0.000000e+00
37	10	20000	3.176956e-04
37	10	5000	1.475322e-03
37	10	30000	1.321237e-04
37	10	25000	1.178078e-03
37	10	35000	0.000000e+00
37	10	45000	6.280800e-04
38	10	0	4.616095e-04
37	10	40000	1.739681e-03
38	10	10000	4.745184e-04
38	10	15000	0.000000e+00
38	10	20000	4.765435e-04
38	10	30000	6.606183e-04
38	10	5000	1.788269e-03
38	10	25000	1.036709e-03
38	10	40000	8.962463e-04
39	10	0	7.693491e-04
38	10	45000	4.831385e-05
38	10	35000	1.017760e-04
39	10	5000	1.341202e-03
39	10	10000	4.270665e-04
39	10	15000	0.000000e+00
39	10	20000	2.647464e-04
39	10	35000	2.035520e-04
39	10	30000	6.606183e-04
39	10	25000	6.126007e-04
39	10	40000	1.686963e-03
39	10	45000	0.000000e+00
40	10	0	7.180592e-04
40	10	5000	1.609442e-03
40	10	10000	5.219950e-04
40	10	15000	1.492018e-04
40	10	20000	3.706449e-04
40	10	25000	6.126007e-04
40	10	30000	6.165771e-04
40	10	35000	0.000000e+00
40	10	40000	2.056094e-03
40	10	45000	2.415692e-04
41	10	5000	1.788269e-03
41	10	0	5.641604e-04
41	10	10000	3.796327e-04
41	10	15000	1.492018e-04
41	10	20000	2.647464e-04
41	10	25000	6.126007e-04
41	10	30000	3.523298e-04
41	10	35000	0.000000e+00
41	10	45000	3.381969e-04
42	10	5000	1.162375e-03
41	10	40000	1.792398e-03
42	10	0	1.025746e-03
42	10	10000	3.321629e-04
42	10	20000	9.001377e-04
42	10	15000	0.000000e+00
42	10	40000	1.686963e-03
42	10	25000	1.131008e-03
42	10	35000	5.088800e-05
42	10	30000	2.202061e-04
42	10	45000	0.000000e+00
43	10	0	6.154477e-04
43	10	10000	2.847110e-04
43	10	5000	1.385908e-03
43	10	15000	1.492018e-04
43	10	20000	6.883406e-04
43	10	25000	1.178078e-03
43	10	30000	6.606183e-04
43	10	35000	0.000000e+00
43	10	40000	1.107069e-03
43	10	45000	9.663236e-05
44	10	0	2.051492e-04
44	10	20000	5.824420e-04
44	10	10000	7.592294e-04
44	10	15000	2.486820e-04
44	10	5000	1.207082e-03
44	10	30000	3.082886e-04
44	10	25000	6.597549e-04
44	10	35000	0.000000e+00
44	10	40000	1.634245e-03
45	10	0	9.232190e-04
45	10	5000	1.922389e-03
44	10	45000	3.382133e-04
45	10	15000	0.000000e+00
45	10	10000	7.117775e-04
45	10	20000	2.647464e-04
45	10	25000	6.597239e-04
45	10	30000	1.145072e-03
45	10	45000	9.662769e-05
45	10	35000	0.000000e+00
45	10	40000	1.001634e-03
46	10	0	5.641604e-04
46	10	5000	1.385908e-03
46	10	10000	6.643257e-04
46	10	15000	0.000000e+00
46	10	20000	7.412898e-04
46	10	25000	4.712535e-04
46	10	30000	3.083021e-04
46	10	35000	0.000000e+00
46	10	40000	1.265222e-03
47	10	0	8.205970e-04
46	10	45000	3.865294e-04
47	10	10000	5.219950e-04
47	10	20000	4.235942e-04
47	10	5000	1.207082e-03
47	10	15000	4.973640e-05
47	10	25000	7.068803e-04
47	10	30000	1.761649e-04
47	10	35000	5.088800e-05
47	10	45000	9.663236e-05
47	10	40000	1.318009e-03
48	10	0	6.667350e-04
48	10	5000	1.430679e-03
48	10	10000	5.219702e-04
48	10	15000	3.481375e-04
48	10	25000	7.539701e-04
48	10	35000	0.000000e+00
48	10	30000	3.963885e-04
48	10	20000	3.706645e-04
48	10	40000	1.054352e-03
48	10	45000	9.662769e-05
49	10	0	8.719290e-04
49	10	5000	1.251788e-03
49	10	15000	0.000000e+00
49	10	10000	2.372592e-04
49	10	20000	5.295208e-04
49	10	25000	8.011310e-04
49	10	30000	6.606183e-04
49	10	35000	0.000000e+00
49	10	45000	0.000000e+00
49	10	40000	1.423375e-03
50	10	5000	1.564735e-03
50	10	10000	3.321786e-04
50	10	0	8.205970e-04
50	10	15000	0.000000e+00
50	10	35000	0.000000e+00
50	10	20000	3.177125e-04
50	10	25000	1.413694e-03
50	10	30000	3.963885e-04
51	10	5000	1.162375e-03
51	10	0	6.667350e-04
50	10	45000	1.449415e-04
50	10	40000	1.212505e-03
51	10	10000	6.643572e-04
51	10	15000	9.946785e-05
51	10	20000	3.176956e-04
51	10	25000	8.482164e-04
51	10	30000	6.606183e-04
51	10	35000	0.000000e+00
51	10	40000	1.317940e-03
51	10	45000	0.000000e+00
52	10	0	4.615858e-04
52	10	10000	6.168739e-04
52	10	15000	0.000000e+00
52	10	5000	1.296553e-03
52	10	20000	1.588562e-04
52	10	25000	7.068470e-04
52	10	40000	1.370657e-03
52	10	30000	7.927420e-04
52	10	35000	0.000000e+00
53	10	0	3.590112e-04
52	10	45000	1.932647e-04
53	10	5000	1.251844e-03
53	10	15000	9.946785e-05
53	10	10000	4.745184e-04
53	10	20000	1.006036e-03
53	10	25000	1.130955e-03
53	10	30000	2.642473e-04
53	10	35000	5.088800e-05
53	10	40000	1.370657e-03
53	10	45000	3.865294e-04
54	10	0	1.282183e-03
54	10	5000	1.520029e-03
54	10	10000	1.423555e-04
54	10	15000	0.000000e+00
54	10	20000	8.472333e-04
54	10	25000	1.130955e-03
54	10	30000	7.046596e-04
54	10	35000	0.000000e+00
54	10	40000	1.107128e-03
54	10	45000	9.662769e-05
55	10	0	1.025746e-03
55	10	5000	1.475322e-03
55	10	15000	1.492092e-04
55	10	10000	4.745409e-04
55	10	20000	1.058985e-03
55	10	30000	8.808245e-04
55	10	35000	3.053280e-04
55	10	25000	7.540057e-04
55	10	40000	1.212505e-03
55	10	45000	9.662769e-05
56	10	0	6.667692e-04
56	10	5000	1.162427e-03
56	10	10000	1.898073e-04
56	10	20000	7.412898e-04
56	10	15000	4.973392e-05
56	10	25000	1.036709e-03
56	10	30000	4.844748e-04
56	10	35000	0.000000e+00
56	10	40000	5.271759e-04
57	10	5000	1.207082e-03
56	10	45000	1.932554e-04
57	10	0	6.667692e-04
57	10	10000	4.270868e-04
57	10	15000	9.946785e-05
57	10	20000	1.059042e-03
57	10	25000	1.036709e-03
57	10	30000	7.927769e-04
57	10	35000	1.017760e-04
57	10	40000	1.159787e-03
57	10	45000	4.831618e-04
58	10	0	4.102985e-04
58	10	5000	1.296495e-03
58	10	10000	5.219702e-04
58	10	15000	2.486696e-04
58	10	20000	7.413291e-04
58	10	25000	1.083832e-03
58	10	30000	7.487008e-04
58	10	35000	1.526640e-04
58	10	40000	1.581528e-03
58	10	45000	4.831618e-05
59	10	0	9.744589e-04
59	10	5000	1.654223e-03
59	10	10000	3.796147e-04
59	10	15000	9.947279e-05
59	10	20000	3.706645e-04
59	10	25000	5.654776e-04
59	10	30000	6.165771e-04
59	10	35000	0.000000e+00
59	10	40000	1.159787e-03
59	10	45000	9.662769e-05
60	10	5000	1.341262e-03
60	10	0	8.205970e-04
60	10	10000	7.592294e-04
60	10	15000	0.000000e+00
60	10	20000	3.176956e-04
60	10	25000	5.654776e-04
60	10	30000	5.725611e-04
60	10	35000	1.526640e-04
60	10	40000	1.317940e-03
61	10	0	5.641604e-04
60	10	45000	3.865108e-04
61	10	10000	4.270665e-04
61	10	5000	1.877682e-03
61	10	15000	0.000000e+00
61	10	25000	1.036709e-03
61	10	20000	7.942812e-04
61	10	30000	3.082886e-04
61	10	35000	0.000000e+00
61	10	40000	1.423375e-03
61	10	45000	2.898831e-04
62	10	0	1.179608e-03
62	10	5000	1.296495e-03
62	10	15000	9.946785e-05
62	10	10000	7.117775e-04
62	10	20000	3.706449e-04
62	10	25000	1.178134e-03
62	10	30000	4.404316e-04
62	10	40000	1.318009e-03
62	10	35000	0.000000e+00
62	10	45000	1.449485e-04
63	10	0	3.077397e-04
63	10	5000	1.430615e-03
63	10	15000	9.946785e-05
63	10	10000	6.643257e-04
63	10	20000	2.647464e-04
63	10	25000	8.482164e-04
63	10	30000	7.487008e-04
63	10	35000	0.000000e+00
63	10	45000	4.831618e-05
63	10	40000	1.265222e-03
64	10	0	9.232190e-04
64	10	5000	1.341262e-03
64	10	10000	7.118113e-04
64	10	15000	9.947279e-05
64	10	20000	6.353913e-04
64	10	25000	9.895858e-04
64	10	35000	5.088800e-05
64	10	30000	4.844534e-04
64	10	40000	1.370730e-03
64	10	45000	1.449415e-04
65	10	0	4.616095e-04
65	10	5000	1.430615e-03
65	10	15000	4.973640e-05
65	10	10000	5.219950e-04
65	10	20000	8.471884e-04
65	10	25000	8.010933e-04
65	10	30000	3.083021e-04
65	10	35000	1.017760e-04
65	10	40000	1.792398e-03
65	10	45000	1.932647e-04
66	10	0	7.693097e-04
66	10	5000	1.698856e-03
66	10	15000	4.973392e-05
66	10	10000	4.270665e-04
66	10	20000	4.235942e-04
66	10	25000	6.597549e-04
66	10	30000	7.046906e-04
66	10	35000	1.526640e-04
66	10	45000	2.898971e-04
66	10	40000	1.212505e-03
67	10	0	1.077034e-03
67	10	5000	1.162375e-03
67	10	10000	2.847110e-04
67	10	15000	2.486820e-04
67	10	20000	4.235942e-04
67	10	25000	1.178078e-03
67	10	35000	0.000000e+00
67	10	40000	1.739681e-03
67	10	30000	5.725359e-04
68	10	0	1.436045e-03
67	10	45000	3.382133e-04
68	10	5000	1.877682e-03
68	10	10000	3.321786e-04
68	10	15000	0.000000e+00
68	10	20000	9.001377e-04
68	10	25000	6.597239e-04
68	10	30000	6.165771e-04
68	10	35000	0.000000e+00
68	10	40000	1.370657e-03
68	10	45000	4.831385e-05
69	10	0	9.745089e-04
69	10	5000	1.207082e-03
69	10	10000	6.643572e-04
69	10	15000	4.973640e-05
69	10	20000	2.118083e-04
69	10	25000	1.178078e-03
69	10	30000	7.487338e-04
69	10	35000	1.526640e-04
69	10	40000	1.212505e-03
69	10	45000	4.348246e-04
70	10	0	6.667692e-04
70	10	5000	1.475322e-03
70	10	10000	2.372592e-04
70	10	20000	8.471884e-04
70	10	15000	2.486696e-04
70	10	25000	1.036709e-03
70	10	35000	5.088800e-05
70	10	30000	4.844534e-04
70	10	40000	1.370657e-03
70	10	45000	1.449415e-04
71	10	0	6.154793e-04
71	10	10000	2.847110e-04
71	10	5000	9.388412e-04
71	10	15000	0.000000e+00
71	10	20000	3.176956e-04
71	10	25000	1.083832e-03
71	10	30000	3.523298e-04
71	10	35000	0.000000e+00
71	10	45000	1.449485e-04
72	10	0	1.538619e-04
71	10	40000	1.317940e-03
72	10	5000	1.475388e-03
72	10	10000	5.694220e-04
72	10	15000	2.486696e-04
72	10	20000	5.824729e-04
72	10	25000	1.036709e-03
72	10	30000	8.368201e-04
72	10	40000	1.476093e-03
72	10	35000	5.088800e-05
72	10	45000	0.000000e+00
73	10	0	7.180224e-04
73	10	5000	1.385908e-03
73	10	10000	1.423555e-04
73	10	15000	0.000000e+00
73	10	20000	6.883406e-04
73	10	25000	6.597549e-04
73	10	30000	3.523453e-04
73	10	35000	0.000000e+00
73	10	40000	1.634245e-03
73	10	45000	0.000000e+00
74	10	0	7.693097e-04
74	10	20000	1.059042e-03
74	10	10000	9.490367e-05
74	10	15000	1.989357e-04
