0 	 10 	 0.000640926068122
0 	 20 	 0.0282237994812
0 	 30 	 0.127977252069
0 	 40 	 0.257341475049
0 	 50 	 0.366707567857
0 	 60 	 0.459531914076
0 	 70 	 0.527259657045
0 	 80 	 0.57876710389
0 	 90 	 0.621441584449
0 	 100 	 0.652855504459
1 	 10 	 0.00136811065942
1 	 20 	 0.026374459297
1 	 30 	 0.14481424047
1 	 40 	 0.285935533293
1 	 50 	 0.399555433744
1 	 60 	 0.492925696191
1 	 70 	 0.561006070864
1 	 80 	 0.613281889675
1 	 90 	 0.655532302061
1 	 100 	 0.688181142498
2 	 10 	 0.000487963586655
2 	 20 	 0.0203918367323
2 	 30 	 0.104507313981
2 	 40 	 0.232826958274
2 	 50 	 0.350669416434
2 	 60 	 0.454313919335
2 	 70 	 0.529038915533
2 	 80 	 0.586600591655
2 	 90 	 0.632249693042
2 	 100 	 0.668652234935
3 	 10 	 8.30984544043e-05
3 	 20 	 0.0123363487132
3 	 30 	 0.0776270796546
3 	 40 	 0.199795309747
3 	 50 	 0.320350793751
3 	 60 	 0.42775565657
3 	 70 	 0.50598299715
3 	 80 	 0.566153372212
3 	 90 	 0.614007584649
3 	 100 	 0.652244268177
4 	 10 	 0.000573372377467
4 	 20 	 0.0224364309204
4 	 30 	 0.089040110413
4 	 40 	 0.195928730217
4 	 50 	 0.296896041337
4 	 60 	 0.401452618181
4 	 70 	 0.47891411612
4 	 80 	 0.539420919423
4 	 90 	 0.589708644105
4 	 100 	 0.629373092095
5 	 10 	 0.000907070244486
5 	 20 	 0.022832063016
5 	 30 	 0.105705516113
5 	 40 	 0.236340342731
5 	 50 	 0.35603693119
5 	 60 	 0.458450075998
5 	 70 	 0.532893686617
5 	 80 	 0.589828909598
5 	 90 	 0.634932855937
5 	 100 	 0.671036032854
6 	 10 	 0.000534563566347
6 	 20 	 0.0212059776453
6 	 30 	 0.13721141477
6 	 40 	 0.276150633958
6 	 50 	 0.393513991956
6 	 60 	 0.49084341017
6 	 70 	 0.561105210722
6 	 80 	 0.615035418884
6 	 90 	 0.657673936954
6 	 100 	 0.691850220264
7 	 10 	 4.51129918468e-05
7 	 20 	 0.00894257600625
7 	 30 	 0.0695801499632
7 	 40 	 0.18443765687
7 	 50 	 0.309786321067
7 	 60 	 0.419160679356
7 	 70 	 0.49860899089
7 	 80 	 0.559424528948
7 	 90 	 0.607735121697
7 	 100 	 0.646111025046
8 	 10 	 0.00131742997816
8 	 20 	 0.0190172454171
8 	 30 	 0.0829432346043
8 	 40 	 0.192233196088
8 	 50 	 0.299887926915
8 	 60 	 0.406458607741
8 	 70 	 0.483948184102
8 	 80 	 0.544637258107
8 	 90 	 0.594280567878
8 	 100 	 0.633752731056
9 	 10 	 0.000201274358763
9 	 20 	 0.0160463024648
9 	 30 	 0.0977017414627
9 	 40 	 0.223502797657
9 	 50 	 0.339013075029
9 	 60 	 0.443325128165
9 	 70 	 0.519066303028
9 	 80 	 0.577612905218
9 	 90 	 0.624343495724
9 	 100 	 0.661850688572
